VD;STATUS;POLÍTICA COML.;CODIGO;PEOP;LOJAS;REGIAO GGL;REGIAO GR;REGIAO DIV;NOME GGL;NOME GR;NOME DIV;REGIAO IM;ENDEREÇO;BAIRRO;CIDADE;UF;CEP;Latitude;Longitude;ESCOAMENTO;NOME DA FACHADA;INAUG.;SAFRA;CLUSTER;"CLUSTER 
ABREV.";PARCELAMENTO;"CLUSTER DE 
PARCELAMENTO";TELEFONE1;TELEFONE2;CELULAR;E-MAIL;2ª a 6ª;SAB;DOM;FUNC.;TIPO LOJA;FACHADA;PSICOTRÓPICOS;FARMÁCIA POP.;"SERVIÇOS
 FARMACEUTICOS";VACINAS;IFOOD;RAPPI;CORNER SHOP;SUPER EXPRESSA;VAGAS/ESTACIONAMENTO;BICICLETARIO;PDVs ATIVOS;IMOBILIÁRIO;CD SUPRIDOR;INSCR. ESTADUAL;CNPJ;CENTRO DE CUSTOS;VD NOVO;DATA DA UNIFICAÇAO;CNPJ NOVO;DATA INATIVAÇAO;REALOCAÇÃO;DATA DA VIRADA;EAC;DENGUE/COVID;INJETAVEIS;REFORMA;Operadora;Circuito/Designação;ID VIVO
741;ATIVA;636;741;VD741;DSP VILA CLEMENTINO II;SP MOEMA;SP CENTRO+SUL;SUL;LAYS HONORATO;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;AV ONZE DE JUNHO, 473;VILA CLEMENTINO;SAO PAULO;SP;04041-051;-23.601186;-46.644025;NORMAL;DROGARIA SAO PAULO;7/29/2014;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)5083-8566;5539-0035;(11)91035-6520;vilaclementino2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;5;-;3;ANTIGO;910.0;146289750112;61.412.110/0604-84;2007410000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
2097;ATIVA;636;2097;L2097;DSP VILA CLEMENTINO IV;SP MOEMA;SP CENTRO+SUL;SUL;LAYS HONORATO;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;Av. Dr. Altino Arantes, 307;Vila Clementino;SAO PAULO;SP;04042-032;-23.602863;-46.641969;NORMAL;DROGARIA SAO PAULO;12/7/2018;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)5071-9256;5071-9380;(11)91035-0187;v.clementino4@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;ATIVO;11;-;3;TAKANO;910.0;129170590110;61.412.110/0967-56;2020970000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
2667;ATIVA;9999;2667;L2667;DSP MARACATINS;SP MOEMA;SP CENTRO+SUL;SUL;LAYS HONORATO;OLIVEIRA JUNIOR;BRUNA COSTA ;-;AL DOS MARACATINS, 911;INDIANOPOLIS;SAO PAULO;SP;04089-012;-;-;-;DROGARIA SAO PAULO;12/27/2024;2024;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)5056-4888;(11)5056-4889;-;maracatins@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;151556897111;61.412.110/1404-02;2026670000;-;-;-;-;-;-;-;-;-;-;;;
069;ATIVA;606;69;VD069;DSP FRANCISCO MORATO;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV. PROF. FRANCISCO MORATO, 1838;BUTANTA;SAO PAULO;SP;05512-200;-23.583265;-46.716832;NORMAL;DROGARIA SAO PAULO;7/21/2008;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3521-3310;(11)3722-3522;(11)95587-0157;fmorato@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;11;-;3;ANTIGO;910.0;143996590118;61.412.110/0074-00;2000690000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2118;ATIVA;606;2118;L2118;DSP FRANCISCO MORATO II;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV PROF. FRANCISCO MORATO  1070 FUNDOS 1070;BUTANTA;SAO PAULO;SP;05512-100;-23.579667;-46.710861;NORMAL;DROGARIA SAO PAULO;3/6/2019;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3722-1204 ;3726-1196 ;(11)95577-1766;fmorato2@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;POSTO;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;INATIVO;7;-;3;TAKANO;910.0;146274958113;61.412.110/0993-48;2021180000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
259;ATIVA;525;259;VD259;DSP JARDIM GUEDALA;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;RUA DOS TRES IRMAOS - 651;VILA PROGREDIOR;SAO PAULO;SP;05615-190;-23.590577;-46.715439;ESCOADORA;DROGARIA SAO PAULO;10/28/2004;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3721-5493;3722-5029;(11)95059-1635;jguedala@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;5;-;3;ANTIGO;910.0;111553372110;61.412.110/0394-42;2002590000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
277;ATIVA;636;277;VD277;DSP JARDIM SUL;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP Z.SUL-SBC;Rua Nelson Gama de Oliveira, 878;VILA ANDRADE;SAO PAULO;SP;05734-150;-23.629811;-46.742596;NORMAL;DROGARIA SAO PAULO;3/31/2017;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)2306-3883;2306-3898;(11)91021-1567;jardimsul@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;9;-;3;ANTIGO;910.0;147807444113;61.412.110/0821-00;2002770000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
241;ATIVA;636;241;VD241;DSP JORGE SAAD;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;AV JORGE JOAO SAAD, 900 LOJA 05;VILA PROGREDIOR;SAO PAULO;SP;05618-001;-23.594145;-46.720521;NORMAL;DROGARIA SAO PAULO;11/14/2008;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3739-0820;3739-0817;(11)94447-2326;jsaad@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;POSTO;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;4;-;3;ANTIGO;910.0;147813453116;61.412.110/0245-00;2002410000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
086;ATIVA;636;86;VD086;DSP MORUMBI;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP Z.SUL-SBC;AV. GIOVANNI GRONCHI, 5471;MORUMBI;SAO PAULO;SP;05724-003;-23.627569;-46.737646;NORMAL;DROGARIA SAO PAULO;3/3/1993;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3744-2058;(11)3746-7448;(11)91018-9823;morumbi@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;INATIVO;12;-;3;ANTIGO;910.0;113681030114;61.412.110/0101-18;2000860000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
478;ATIVA;636;478;VD478;DSP MORUMBI II;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;AV MORUMBI, 6901;MORUMBI;SAO PAULO;SP;05650-002;-23.617265;-46.707468;NORMAL;DROGARIA SAO PAULO;11/13/2017;MADURA;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3755-1082;3755-1250;(11)91015-9493;morumbi2@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;ATIVO;ATIVO;ATIVO;INATIVO;8;-;3;ANTIGO;910.0;147833170112;61.412.110/0888-18;2004780000;-;-;-;;SIM;-;OPERACAO;INATIVO;OPERACAO;-;;;
2452;ATIVA;525;2452;L2452;DSP MORUMBI III;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV MORUMBI, 2250;MORUMBI;SAO PAULO;SP;05606-200;-23.594534;-46.70735;NORMAL;DROGARIA SAO PAULO;8/21/2023;2023;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(11) 3914-7190;(11) 3914-7191;(11)97545-6280;morumbi3@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;INATIVO;INATIVO;INATIVO;INATIVO;-;-;;TAKANO;910.0;121885299110;61412110/1227-73;2024520000;-;-;-;;SIM;-;OPERACAO;INATIVO;OPERACAO;-;;;
274;ATIVA;636;274;VD274;DSP PANAMBY;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP Z.SUL-SBC;RUA JOSE RAMON URTIZA  - 975;VILA ANDRADE;SAO PAULO;SP;05717-270;-23.633048;-46.729042;ESCOADORA;DROGARIA SAO PAULO;9/6/2006;MADURA;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3776-7309;3771-5553;(11)91015-8520;panamby@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;OLD;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;4;-;3;ANTIGO;910.0;113681475112;61.412.110/0400-25;2002740000;-;-;-;;SIM;-;OPERACAO;INATIVO;OPERACAO;-;;;
616;ATIVA;525;616;VD616;DSP PANAMBY II;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP Z.SUL-SBC;R DOUTOR CHIBATA MIYAKOSHI, 107 111 115 119;PARAISO DO MORUMBI;SAO PAULO;SP;05705-170;-23.625717;-46.721934;ESCOADORA;DROGARIA SAO PAULO;11/19/2013;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3758-2251;3758-2321;(11)96402-9579;panamby2@dpsp.com.br;06:30 ÀS 23;06:30 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;INATIVO;8;-;3;ANTIGO;910.0;143996650115;61.412.110/0550-57;2006160000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
208;ATIVA;636;208;VD208;DSP PORTAL;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;AV. DOUTOR GUILHERME DUMONT VILLARES, 1030;JARDIM CABORÉ;SAO PAULO;SP;05640-001;-23.613091;-46.741213;NORMAL;DROGARIA SAO PAULO;12/13/2005;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3743-1493;3501-6140;(11)94151-0747;portal@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;INATIVO;10;-;3;TAKANO;910.0;123131032116;61.412.110/0216-67;2002080000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
477;ATIVA;636;477;VD477;DSP PORTAL II;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;RUA MARECHAL HASTIFILO DE MOURA N 335;MORUMBI;SAO PAULO;SP;05641-060;-23.616852;-46.738939;NORMAL;DROGARIA SAO PAULO;11/1/2004;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3739-0688;3739-2775;(11)96412-6356;portal2@dpsp.com.br;06 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;POSTO;NEW;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;4;-;3;ANTIGO;910.0;116165645117;61.412.110/0360-01;2004770000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2120;ATIVA;636;2120;L2120;DSP PORTAL III;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;AV DOUTOR GUILHERME DUMONT VILLARES;JARDIM LONDRINA;SAO PAULO;SP;05640-003;-23.616234;-46.742967;NORMAL;DROGARIA SAO PAULO;5/22/2019;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3779-7992;3779-7992;(11)91037-8896;portal3@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;ATIVO;ATIVO;ATIVO;INATIVO;6;-;3;TAKANO;910;147812137119;61.412.110/1016-95;2021200000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
261;ATIVA;525;261;VD261;DSP REAL PARQUE;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;RUA VISCONDE DE NACAR -  333;REAL PARQUE;SAO PAULO;SP;05685-010;-23.607313;-46.70808;NORMAL;DROGARIA SAO PAULO;6/10/1998;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3758-1920;3758-6162;(11)91038-5818;rparque@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;4;-;3;ANTIGO;910;116791778112;61.412.110/0396-04;2002610000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
2242;ATIVA;199;2242;L2242;DSP SHOPPING JARDIM SUL;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP Z.SUL-SBC;AV GIOVANNI GRONCHI, 5819;VILA ANDRADE;SAO PAULO;SP;05724-900;-23.63134;-46.7365;NORMAL;DROGARIA SAO PAULO;5/29/2021;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3501-6733;3743-4356 ;(11)95782-8326;shopping.jardim@dpsp.com.br;09 ÀS 22;09 ÀS 22;10 ÀS 21;DOMINGOS E FERIADOS;SHOP;OLD;COMERCIALIZA;-;OPERACAO;INATIVO;INATIVO;ATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;910;116299312111;61.412.110/1099-12;2022420000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
516;INATIVA;636;516;VD516;DSP TAJURAS;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;-;BRUNA COSTA ;SP SUL;Avenida dos Tajurás, 125;CIDADE JARDIM;SAO PAULO;SP;05670-000;-23.585923;-46.696373;NORMAL;DROGARIA SAO PAULO;10/30/2017;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3031-8736;3031-4921;(11)91037-4015;tajuras@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;12;-;3;TAKANO;910;119330196116;61.412.110/0886-56;2005160000;-;-;-;12/30/2024;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
600;ATIVA;636;600;VD600;DSP VILA ANDRADE;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP Z.SUL-SBC;AV GIOVANNI GRONCHI, 6700;VILA ANDRADE;SAO PAULO;SP;05724-002;-23.636483;-46.736996;NORMAL;DROGARIA SAO PAULO;9/16/2013;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3741-0973;3742-1838;(11)94361-0312;vandrade@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;POSTO;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;INATIVO;1;-;3;ANTIGO;910;115001329110;61.412.110/0509-26;2006000000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
982;ATIVA;636;982;VD982;DSP VILA ANDRADE II;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP Z.SUL-SBC;RUA DEPUTADO JOAO SUSSUMU HIRATA, 615;VILA ANDREADE;SAO PAULO;SP;05715-010;-23.628568;-46.734228;ESCOADORA;DROGARIA SAO PAULO;11/29/2016;MADURA;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)2306-8394;2306-8419;(11)97393-3216;vandrade2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;1;-;3;ANTIGO;910;146988659110;61.412.110/0806-71;2009820000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
827;ATIVA;636;827;VD827;DSP VILA SONIA;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;R DAVID BEN GURION, 1001 LOJA 01 02 03 E 04 ESCRITORIO;JARDIM MONTE KEMEL;SAO PAULO;SP;05634-001;-23.609623;-46.734671;NORMAL;DROGARIA SAO PAULO;3/27/2015;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3744-4159;3744-4162;(11)94214-7351;vilasonia@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;4;-;3;ANTIGO;910;118987926119;61.412.110/0691-98;2008270000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2282;ATIVA;52;2282;L2282;DSP VILA SONIA II;SP MORUMBI;SP CENTRO+SUL;SUL;FERNANDA PEREIRA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;AV PROF FRANCISCO MORATO,2878;BUTANTA;SAO PAULO;SP;05512-300;-23.574249;-46.706909;NORMAL;DROGARIA SAO PAULO;11/6/2021;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)2924-8527;2924-8503;(11)95692-6543;vila.sonia2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;ATIVO;INATIVO;14;-;4;TAKANO;910;131977406115;61.412.110/1118-10;2022820000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
125;ATIVA;908;125;VD125;DSP JARDIM BONFIGLIOLI;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV. ENGº HEITOR ANTONIO HEIRAS GARCIA, 691/695;JD. ESMERALDA;SAO PAULO;SP;05588-001;-23.576892;-46.742805;NORMAL;DROGARIA SAO PAULO;1/12/1996;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3731-3768;(11)3733-1034;(11)95540-2535;jbonfiglioli@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;ATIVO;4;-;3;ANTIGO;910;141890474113;61.412.110/0130-52;2001250000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
701;ATIVA;540;701;VD701;DSP JARDIM PERI PERI II;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV MINISTRO LAUDO FERREIRA DE CAMARGO, 340 344 348;JARDIM PERI PERI;SAO PAULO;SP;05537-000;-23.586439;-46.736893;NORMAL;DROGARIA SAO PAULO;12/15/2017;MADURA;AR_PP;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3507-6037;3507-6048;(11)95038-7430;jperiperi2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;4;-;3;ANTIGO;910;119571290111;61.412.110/0881-41;2007010000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
185;ATIVA;519;185;VD185;DSP VITAL BRASIL;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV DOUTOR VITAL BRASIL, 1250 LOJA 02;BUTANTA;SAO PAULO;SP;05503-000;-23.572251;-46.706015;NORMAL;DROGARIA SAO PAULO;4/2/2002;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3726-7059;3726-2817;(11)97568-7924;vbrasil@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;9;-;3;ANTIGO;910;492380875117;61.412.110/0193-36;2001850000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
358;ATIVA;908;358;VD358;DSP AUTONOMISTAS;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV DOS AUTONOMISTAS, 3192;CENTRO;OSASCO;SP;06090-015;-23.534992;-46.782627;ESCOADORA;DROGARIA SAO PAULO;12/23/2013;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3682-1471;3654-2599;(11)96379-2071;autonomistas@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;8;-;3;ANTIGO;910;113568970113;61.412.110/0302-24;2003580000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
2514;ATIVA;202;2514;L2514;DSP HELENA MARIA;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;R PRESIDENTE COSTA E SILVA, 273;HELENA MARIA;OSASCO;SP;06253-000;23.50257;46.79066;NORMAL;DROGARIA SAO PAULO;1/3/2024;2024;CBR_G;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11) 3604-2561;(11) 3604-2562;(11) 97186-0672;helenamaria@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;-;-;-;-;-;-;-;TAKANO;910;132227251114;61.412.110/1282-08;2025140000;-;-;-;;SIM;-;INATIVO;INATIVO;OPERACAO;-;;;
2367;ATIVA;645;2367;L2367;DSP HIRANT SANAZAR;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV JOSE LOURENCO, 469;JAGUARIBE;OSASCO;SP;06053-020;-23.557398;-46.782182;NORMAL;DROGARIA SAO PAULO;1/31/2023;2023;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(11) 3606-4399;(11) 3606-4398;(11)99404-1133;hirant.sanazar@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;TAKANO;910;120571459117;61.412.110/1167-06;2023670000;-;-;-;;SIM;-;INATIVO;OPERACAO;OPERACAO;-;;;
2196;ATIVA;645;2196;L2196;DSP JARDIM ADALGISA;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;R JOSE ARISTIDES JOFRE;ADALGISA;OSASCO;SP;06030-130;-23.56091;-46.76455;NORMAL;DROGARIA SAO PAULO;6/7/2021;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)4384-6593 ;4384-6674;(11)99412-4505; jardim.adalgisa@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;11;-;3;TAKANO;910;128647107118;61.412.110/1042-87;2021960000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
